method,cluster,type,cramer,percent_change,delay,size
cluster_bow_default,6,textblob_sentiment,0.0,1.5,2,144
cluster_bow_default,1,bertweet_sentiment,0.0,2,2,165
cluster_bow_default,1,bertweet_sentiment,0.0,1.5,2,165
cluster_bow_default,1,bertweet_sentiment,0.0,1,2,165
cluster_bow_default,6,textblob_sentiment,0.0,2,2,144
cluster_bow_default,1,bertweet_sentiment,0.0,0.5,2,165
cluster_bow_default,1,bertweet_sentiment,0.0,0,2,165
cluster_bow_default,1,bertweet_sentiment,0.0,0.5,1,165
cluster_bow_default,4,textblob_sentiment,0.0,0,1,183
cluster_bow_default,6,textblob_sentiment,0.0,0,3,144
cluster_bow_default,1,textblob_sentiment,0.0,1.5,2,165
cluster_bow_default,6,textblob_sentiment,0.0,0.5,3,144
cluster_bow_dbcv,-1,textblob_sentiment,0.0,0.5,2,1579
cluster_bow_default,6,textblob_sentiment,0.0,1,3,144
cluster_bow_default,6,textblob_sentiment,0.0,1.5,3,144
cluster_bow_dbcv,-1,textblob_sentiment,0.0,1.5,2,1579
cluster_bow_dbcv,-1,textblob_sentiment,0.0,2,2,1579
cluster_bow_default,1,distilbert_sentiment,0.0,0,2,165
cluster_bow_default,4,textblob_sentiment,0.0,1.5,1,183
cluster_bow_dbcv,-1,textblob_sentiment,0.0,1,3,1579
cluster_bow_default,4,bertweet_sentiment,0.0,0.5,3,183
cluster_bow_default,6,textblob_sentiment,0.0,2,1,144
cluster_bow_dbcv,0,textblob_sentiment,0.0,1.5,2,9952
cluster_bow_dbcv,0,textblob_sentiment,0.0,2,2,9952
cluster_bow_dbcv,0,textblob_sentiment,0.0,0.5,1,9952
cluster_bow_default,6,textblob_sentiment,0.0,1.5,1,144
cluster_bow_default,6,textblob_sentiment,0.0,1,1,144
cluster_bow_dbcv,0,textblob_sentiment,0.0,2,3,9952
cluster_bow_default,4,bertweet_sentiment,0.0,1,3,183
cluster_bow_default,4,bertweet_sentiment,0.0,0,3,183
cluster_bow_default,6,textblob_sentiment,0.0,1,2,144
cluster_bow_default,4,bertweet_sentiment,0.0,2,2,183
cluster_bow_default,4,bertweet_sentiment,0.0,1.5,2,183
cluster_bow_default,4,bertweet_sentiment,0.0,1,2,183
cluster_bow_default,4,bertweet_sentiment,0.0,0.5,2,183
cluster_bow_default,4,bertweet_sentiment,0.0,0,2,183
cluster_bow_default,4,textblob_sentiment,0.0,2,1,183
cluster_bow_default,6,textblob_sentiment,0.0,0,2,144
cluster_bow_default,6,textblob_sentiment,0.0,0.5,2,144
cluster_bow_dbcv,-1,textblob_sentiment,0.0,0,3,1579
cluster_bow_dbcv,-1,textblob_sentiment,0.0,1.5,3,1579
cluster_bow_dbcv,1,bertweet_sentiment,0.0,0,1,391
cluster_bow_dbcv,1,textblob_sentiment,0.0,1,2,391
cluster_word2vec_default,11,bertweet_sentiment,0.0,1.5,1,44
cluster_word2vec_default,11,bertweet_sentiment,0.0,1,1,44
cluster_word2vec_default,11,bertweet_sentiment,0.0,0.5,1,44
cluster_bow_dbcv,1,textblob_sentiment,0.0,2,1,391
cluster_bow_dbcv,1,textblob_sentiment,0.0,0,2,391
cluster_bow_dbcv,1,textblob_sentiment,0.0,0.5,2,391
cluster_word2vec_default,11,bertweet_sentiment,0.0,0,1,44
cluster_word2vec_default,11,textblob_sentiment,0.0,2,3,44
cluster_bow_dbcv,1,textblob_sentiment,0.0,1.5,2,391
cluster_bow_default,6,bertweet_sentiment,0.0,1.5,1,144
cluster_bow_dbcv,1,textblob_sentiment,0.0,2,2,391
cluster_bow_dbcv,1,textblob_sentiment,0.0,0,3,391
cluster_word2vec_default,11,textblob_sentiment,0.0,1.5,3,44
cluster_word2vec_default,11,textblob_sentiment,0.0,1,3,44
cluster_bow_default,-1,bertweet_sentiment,0.0,0.5,3,1764
cluster_bow_default,-1,bertweet_sentiment,0.0,1.5,2,1764
cluster_bow_dbcv,1,textblob_sentiment,0.0,2,3,391
cluster_word2vec_default,11,textblob_sentiment,0.0,0.5,3,44
cluster_word2vec_default,11,bertweet_sentiment,0.0,2,1,44
cluster_bow_dbcv,1,textblob_sentiment,0.0,1.5,1,391
cluster_bow_dbcv,-1,textblob_sentiment,0.0,2,3,1579
cluster_bow_default,-1,bertweet_sentiment,0.0,2,3,1764
cluster_bow_default,1,textblob_sentiment,0.0,1,2,165
cluster_bow_default,1,textblob_sentiment,0.0,0.5,2,165
cluster_bow_default,1,textblob_sentiment,0.0,0,2,165
cluster_bow_dbcv,-1,bertweet_sentiment,0.0,0,2,1579
cluster_bow_dbcv,-1,bertweet_sentiment,0.0,0.5,2,1579
cluster_bow_dbcv,-1,bertweet_sentiment,0.0,1,2,1579
cluster_bow_dbcv,-1,bertweet_sentiment,0.0,1.5,2,1579
cluster_bow_default,-1,distilbert_sentiment,0.0,0,1,1764
cluster_bow_default,-1,bertweet_sentiment,0.0,1.5,3,1764
cluster_word2vec_default,11,bertweet_sentiment,0.0,0.5,2,44
cluster_bow_dbcv,-1,bertweet_sentiment,0.0,2,3,1579
cluster_bow_dbcv,-1,distilbert_sentiment,0.0,0,1,1579
cluster_bow_dbcv,-1,distilbert_sentiment,0.0,0,2,1579
cluster_bow_dbcv,-1,distilbert_sentiment,0.0,0,3,1579
cluster_bow_default,6,textblob_sentiment,0.0,2,3,144
cluster_bow_default,6,bertweet_sentiment,0.0,1,1,144
cluster_bow_dbcv,1,textblob_sentiment,0.0,0.5,1,391
cluster_bow_dbcv,1,textblob_sentiment,0.0,1,1,391
cluster_bow_dbcv,1,textblob_sentiment,0.0,0,1,391
cluster_word2vec_default,-1,bertweet_sentiment,0.0,1,3,1211
cluster_bow_default,3,distilbert_sentiment,0.0,0,3,196
cluster_word2vec_dbcv,3,bertweet_sentiment,0.0,0.5,2,210
cluster_word2vec_dbcv,3,textblob_sentiment,0.0,1.5,3,210
cluster_word2vec_dbcv,3,textblob_sentiment,0.0,2,3,210
cluster_word2vec_dbcv,3,bertweet_sentiment,0.0,0,1,210
cluster_word2vec_dbcv,3,bertweet_sentiment,0.0,0.5,1,210
cluster_word2vec_dbcv,3,bertweet_sentiment,0.0,1,1,210
cluster_word2vec_dbcv,3,bertweet_sentiment,0.0,1.5,1,210
cluster_word2vec_dbcv,3,bertweet_sentiment,0.0,2,1,210
cluster_word2vec_dbcv,3,bertweet_sentiment,0.0,0,2,210
cluster_word2vec_dbcv,3,bertweet_sentiment,0.0,1,2,210
cluster_word2vec_dbcv,3,textblob_sentiment,0.0,0,3,210
cluster_word2vec_dbcv,3,bertweet_sentiment,0.0,1.5,2,210
cluster_word2vec_dbcv,3,bertweet_sentiment,0.0,2,2,210
cluster_word2vec_dbcv,3,bertweet_sentiment,0.0,0,3,210
cluster_word2vec_dbcv,3,bertweet_sentiment,0.0,0.5,3,210
cluster_word2vec_dbcv,3,bertweet_sentiment,0.0,1,3,210
cluster_word2vec_dbcv,3,bertweet_sentiment,0.0,1.5,3,210
cluster_word2vec_dbcv,3,distilbert_sentiment,0.0,0,1,210
cluster_word2vec_dbcv,3,distilbert_sentiment,0.0,0,3,210
cluster_word2vec_dbcv,3,textblob_sentiment,0.0,1,3,210
cluster_word2vec_dbcv,3,textblob_sentiment,0.0,2,2,210
cluster_word2vec_dbcv,6,bertweet_sentiment,0.0,0.5,1,53
cluster_word2vec_dbcv,-1,distilbert_sentiment,0.0,0,1,272
cluster_word2vec_dbcv,-1,bertweet_sentiment,0.0,1,2,272
cluster_word2vec_dbcv,-1,bertweet_sentiment,0.0,1.5,2,272
cluster_word2vec_dbcv,-1,bertweet_sentiment,0.0,2,2,272
cluster_word2vec_dbcv,-1,bertweet_sentiment,0.0,0,3,272
cluster_word2vec_dbcv,-1,bertweet_sentiment,0.0,0.5,3,272
cluster_word2vec_dbcv,-1,bertweet_sentiment,0.0,1,3,272
cluster_word2vec_dbcv,-1,bertweet_sentiment,0.0,1.5,3,272
cluster_word2vec_dbcv,-1,bertweet_sentiment,0.0,2,3,272
cluster_word2vec_dbcv,-1,distilbert_sentiment,0.0,0,3,272
cluster_word2vec_dbcv,3,textblob_sentiment,0.0,1.5,2,210
cluster_word2vec_dbcv,3,textblob_sentiment,0.0,0,1,210
cluster_word2vec_dbcv,3,textblob_sentiment,0.0,0.5,1,210
cluster_word2vec_dbcv,3,textblob_sentiment,0.0,1,1,210
cluster_word2vec_dbcv,3,textblob_sentiment,0.0,1.5,1,210
cluster_word2vec_dbcv,3,textblob_sentiment,0.0,2,1,210
cluster_word2vec_dbcv,3,textblob_sentiment,0.0,0,2,210
cluster_word2vec_dbcv,3,textblob_sentiment,0.0,0.5,2,210
cluster_word2vec_dbcv,3,textblob_sentiment,0.0,1,2,210
cluster_word2vec_dbcv,6,bertweet_sentiment,0.0,0,1,53
cluster_word2vec_dbcv,6,bertweet_sentiment,0.0,1,1,53
cluster_tfidf_dbcv,2,textblob_sentiment,0.0,0.5,1,8071
cluster_word2vec_dbcv,0,bertweet_sentiment,0.0,2,1,37
cluster_word2vec_dbcv,2,bertweet_sentiment,0.0,0.5,3,219
cluster_word2vec_dbcv,2,bertweet_sentiment,0.0,1,3,219
cluster_word2vec_dbcv,2,bertweet_sentiment,0.0,1.5,3,219
cluster_word2vec_dbcv,2,bertweet_sentiment,0.0,2,3,219
cluster_word2vec_dbcv,0,bertweet_sentiment,0.0,0,1,37
cluster_word2vec_dbcv,0,bertweet_sentiment,0.0,0.5,1,37
cluster_word2vec_dbcv,0,bertweet_sentiment,0.0,1,1,37
cluster_word2vec_dbcv,0,bertweet_sentiment,0.0,1.5,1,37
cluster_word2vec_dbcv,0,bertweet_sentiment,0.0,0,2,37
cluster_word2vec_dbcv,2,bertweet_sentiment,0.0,2,2,219
cluster_word2vec_dbcv,0,bertweet_sentiment,0.0,0.5,2,37
cluster_word2vec_dbcv,0,bertweet_sentiment,0.0,1,2,37
cluster_word2vec_dbcv,0,bertweet_sentiment,0.0,1.5,2,37
cluster_word2vec_dbcv,0,bertweet_sentiment,0.0,2,2,37
cluster_word2vec_dbcv,0,bertweet_sentiment,0.0,0,3,37
cluster_word2vec_dbcv,0,bertweet_sentiment,0.0,0.5,3,37
cluster_word2vec_dbcv,0,bertweet_sentiment,0.0,1,3,37
cluster_word2vec_dbcv,0,bertweet_sentiment,0.0,1.5,3,37
cluster_word2vec_dbcv,2,bertweet_sentiment,0.0,0,3,219
cluster_word2vec_dbcv,2,bertweet_sentiment,0.0,1.5,2,219
cluster_word2vec_dbcv,6,bertweet_sentiment,0.0,1.5,1,53
cluster_word2vec_dbcv,6,bertweet_sentiment,0.0,1,3,53
cluster_word2vec_dbcv,6,bertweet_sentiment,0.0,2,1,53
cluster_word2vec_dbcv,6,bertweet_sentiment,0.0,0,2,53
cluster_word2vec_dbcv,6,bertweet_sentiment,0.0,0.5,2,53
cluster_word2vec_dbcv,6,bertweet_sentiment,0.0,1,2,53
cluster_word2vec_dbcv,6,bertweet_sentiment,0.0,1.5,2,53
cluster_word2vec_dbcv,6,bertweet_sentiment,0.0,2,2,53
cluster_word2vec_dbcv,6,bertweet_sentiment,0.0,0,3,53
cluster_word2vec_dbcv,6,bertweet_sentiment,0.0,0.5,3,53
cluster_word2vec_dbcv,6,bertweet_sentiment,0.0,1.5,3,53
cluster_word2vec_dbcv,2,bertweet_sentiment,0.0,1,2,219
cluster_word2vec_dbcv,6,bertweet_sentiment,0.0,2,3,53
cluster_word2vec_dbcv,6,distilbert_sentiment,0.0,0,1,53
cluster_word2vec_dbcv,2,bertweet_sentiment,0.0,0,1,219
cluster_word2vec_dbcv,2,bertweet_sentiment,0.0,0.5,1,219
cluster_word2vec_dbcv,2,bertweet_sentiment,0.0,1,1,219
cluster_word2vec_dbcv,2,bertweet_sentiment,0.0,1.5,1,219
cluster_word2vec_dbcv,2,bertweet_sentiment,0.0,2,1,219
cluster_word2vec_dbcv,2,bertweet_sentiment,0.0,0,2,219
cluster_word2vec_dbcv,-1,bertweet_sentiment,0.0,0.5,2,272
cluster_word2vec_dbcv,-1,bertweet_sentiment,0.0,0,2,272
cluster_word2vec_dbcv,-1,bertweet_sentiment,0.0,2,1,272
cluster_tfidf_dbcv,0,textblob_sentiment,0.0,1.5,3,261
cluster_tfidf_dbcv,0,textblob_sentiment,0.0,0,2,261
cluster_tfidf_dbcv,0,textblob_sentiment,0.0,0.5,2,261
cluster_tfidf_dbcv,0,textblob_sentiment,0.0,1,2,261
cluster_tfidf_dbcv,0,textblob_sentiment,0.0,1.5,2,261
cluster_tfidf_dbcv,0,textblob_sentiment,0.0,2,2,261
cluster_tfidf_dbcv,0,textblob_sentiment,0.0,0,3,261
cluster_tfidf_dbcv,0,textblob_sentiment,0.0,0.5,3,261
cluster_tfidf_dbcv,0,textblob_sentiment,0.0,1,3,261
cluster_tfidf_dbcv,0,bertweet_sentiment,0.0,0,1,261
cluster_tfidf_dbcv,0,textblob_sentiment,0.0,1.5,1,261
cluster_tfidf_dbcv,0,bertweet_sentiment,0.0,0.5,1,261
cluster_tfidf_dbcv,0,bertweet_sentiment,0.0,1,1,261
cluster_tfidf_dbcv,0,bertweet_sentiment,0.0,1.5,1,261
cluster_tfidf_dbcv,0,bertweet_sentiment,0.0,2,1,261
cluster_tfidf_dbcv,0,bertweet_sentiment,0.0,0,2,261
cluster_tfidf_dbcv,0,bertweet_sentiment,0.0,0.5,2,261
cluster_tfidf_dbcv,0,bertweet_sentiment,0.0,1,2,261
cluster_tfidf_dbcv,0,bertweet_sentiment,0.0,1.5,2,261
cluster_tfidf_dbcv,0,textblob_sentiment,0.0,2,1,261
cluster_tfidf_dbcv,0,textblob_sentiment,0.0,1,1,261
cluster_word2vec_dbcv,-1,bertweet_sentiment,0.0,1.5,1,272
cluster_bow_default,3,distilbert_sentiment,0.0,0,2,196
cluster_tfidf_dbcv,2,textblob_sentiment,0.0,1.5,1,8071
cluster_tfidf_dbcv,2,textblob_sentiment,0.0,0,2,8071
cluster_tfidf_dbcv,2,textblob_sentiment,0.0,1.5,2,8071
cluster_tfidf_dbcv,2,textblob_sentiment,0.0,2,2,8071
cluster_tfidf_dbcv,2,textblob_sentiment,0.0,0,3,8071
cluster_tfidf_dbcv,2,textblob_sentiment,0.0,0.5,3,8071
cluster_tfidf_dbcv,2,textblob_sentiment,0.0,1.5,3,8071
cluster_tfidf_dbcv,2,textblob_sentiment,0.0,2,3,8071
cluster_bow_default,3,distilbert_sentiment,0.0,0,1,196
cluster_tfidf_dbcv,0,textblob_sentiment,0.0,0.5,1,261
cluster_bow_default,3,bertweet_sentiment,0.0,2,3,196
cluster_bow_default,3,bertweet_sentiment,0.0,1.5,3,196
cluster_bow_default,6,bertweet_sentiment,0.0,0.5,2,144
cluster_tfidf_dbcv,2,bertweet_sentiment,0.0,0,3,8071
cluster_bow_default,3,bertweet_sentiment,0.0,1,3,196
cluster_tfidf_dbcv,2,distilbert_sentiment,0.0,0,1,8071
cluster_tfidf_dbcv,2,distilbert_sentiment,0.0,0,3,8071
cluster_tfidf_dbcv,0,textblob_sentiment,0.0,0,1,261
cluster_tfidf_dbcv,0,bertweet_sentiment,0.0,2,2,261
cluster_tfidf_dbcv,0,bertweet_sentiment,0.0,0,3,261
cluster_tfidf_dbcv,0,bertweet_sentiment,0.0,0.5,3,261
cluster_word2vec_dbcv,-1,textblob_sentiment,0.0,1,2,272
cluster_word2vec_dbcv,4,distilbert_sentiment,0.0,0,2,69
cluster_word2vec_dbcv,4,distilbert_sentiment,0.0,0,3,69
cluster_word2vec_dbcv,-1,textblob_sentiment,0.0,0.5,1,272
cluster_word2vec_dbcv,-1,textblob_sentiment,0.0,1,1,272
cluster_word2vec_dbcv,-1,textblob_sentiment,0.0,1.5,1,272
cluster_word2vec_dbcv,-1,textblob_sentiment,0.0,2,1,272
cluster_word2vec_dbcv,-1,textblob_sentiment,0.0,0,2,272
cluster_word2vec_dbcv,-1,textblob_sentiment,0.0,0.5,2,272
cluster_word2vec_dbcv,-1,textblob_sentiment,0.0,1.5,2,272
cluster_tfidf_dbcv,0,bertweet_sentiment,0.0,1,3,261
cluster_word2vec_dbcv,-1,textblob_sentiment,0.0,2,2,272
cluster_word2vec_dbcv,-1,textblob_sentiment,0.0,0,3,272
cluster_word2vec_dbcv,-1,textblob_sentiment,0.0,0.5,3,272
cluster_word2vec_dbcv,-1,textblob_sentiment,0.0,1,3,272
cluster_word2vec_dbcv,-1,textblob_sentiment,0.0,2,3,272
cluster_word2vec_dbcv,-1,bertweet_sentiment,0.0,0,1,272
cluster_word2vec_dbcv,-1,bertweet_sentiment,0.0,0.5,1,272
cluster_word2vec_dbcv,-1,bertweet_sentiment,0.0,1,1,272
cluster_word2vec_dbcv,4,distilbert_sentiment,0.0,0,1,69
cluster_bow_default,3,textblob_sentiment,0.0,0,1,196
cluster_bow_default,3,textblob_sentiment,0.0,0,2,196
cluster_bow_default,3,textblob_sentiment,0.0,0,3,196
cluster_bow_default,3,bertweet_sentiment,0.0,0.5,3,196
cluster_bow_default,3,bertweet_sentiment,0.0,0,3,196
cluster_tfidf_dbcv,0,distilbert_sentiment,0.0,0,1,261
cluster_bow_default,3,bertweet_sentiment,0.0,0,2,196
cluster_bow_default,3,bertweet_sentiment,0.0,1.5,1,196
cluster_tfidf_dbcv,1,distilbert_sentiment,0.0,0,2,9
cluster_tfidf_dbcv,1,distilbert_sentiment,0.0,0,3,9
cluster_word2vec_dbcv,1,textblob_sentiment,0.0,0.5,1,11011
cluster_word2vec_dbcv,1,textblob_sentiment,0.0,0,2,11011
cluster_word2vec_dbcv,1,textblob_sentiment,0.0,1.5,2,11011
cluster_word2vec_dbcv,1,textblob_sentiment,0.0,2,2,11011
cluster_word2vec_dbcv,1,textblob_sentiment,0.0,0,3,11011
cluster_word2vec_dbcv,1,textblob_sentiment,0.0,2,3,11011
cluster_bow_default,3,bertweet_sentiment,0.0,1,1,196
cluster_bow_default,3,bertweet_sentiment,0.0,0,1,196
cluster_bow_default,3,textblob_sentiment,0.0,1.5,3,196
cluster_bow_default,3,textblob_sentiment,0.0,1,3,196
cluster_bow_default,6,bertweet_sentiment,0.0,0,2,144
cluster_bow_default,6,distilbert_sentiment,0.0,0,2,144
cluster_word2vec_default,2,bertweet_sentiment,0.0,0.5,3,45
cluster_word2vec_default,3,textblob_sentiment,0.0,1.5,1,123
cluster_word2vec_default,8,distilbert_sentiment,0.0,0,3,156
cluster_tfidf_default,0,textblob_sentiment,0.0,2,3,311
cluster_tfidf_default,0,textblob_sentiment,0.0,1.5,3,311
cluster_tfidf_default,0,textblob_sentiment,0.0,1,3,311
cluster_tfidf_default,0,textblob_sentiment,0.0,0.5,3,311
cluster_tfidf_default,0,textblob_sentiment,0.0,0,3,311
cluster_tfidf_default,0,textblob_sentiment,0.0,2,2,311
cluster_tfidf_default,0,textblob_sentiment,0.0,1.5,2,311
cluster_tfidf_default,0,textblob_sentiment,0.0,1,2,311
cluster_tfidf_default,0,textblob_sentiment,0.0,0.5,2,311
cluster_tfidf_default,0,textblob_sentiment,0.0,0,2,311
cluster_tfidf_default,0,textblob_sentiment,0.0,2,1,311
cluster_tfidf_default,0,textblob_sentiment,0.0,1.5,1,311
cluster_tfidf_default,0,textblob_sentiment,0.0,1,1,311
cluster_tfidf_default,0,textblob_sentiment,0.0,0.5,1,311
cluster_tfidf_default,0,textblob_sentiment,0.0,0,1,311
cluster_word2vec_default,10,distilbert_sentiment,0.0,0,1,54
cluster_word2vec_default,10,distilbert_sentiment,0.0,0,2,54
cluster_word2vec_default,10,distilbert_sentiment,0.0,0,3,54
cluster_word2vec_default,3,textblob_sentiment,0.0,0,1,123
cluster_word2vec_default,3,textblob_sentiment,0.0,0.5,1,123
cluster_tfidf_default,0,bertweet_sentiment,0.0,0,1,311
cluster_word2vec_default,8,distilbert_sentiment,0.0,0,1,156
cluster_word2vec_default,8,bertweet_sentiment,0.0,2,3,156
cluster_tfidf_default,0,bertweet_sentiment,0.0,0,2,311
cluster_word2vec_default,8,textblob_sentiment,0.0,1,2,156
cluster_word2vec_default,8,textblob_sentiment,0.0,1.5,2,156
cluster_word2vec_default,8,textblob_sentiment,0.0,2,2,156
cluster_tfidf_default,0,bertweet_sentiment,0.0,0.5,2,311
cluster_word2vec_default,8,textblob_sentiment,0.0,0.5,3,156
cluster_word2vec_default,8,textblob_sentiment,0.0,1,3,156
cluster_word2vec_default,8,textblob_sentiment,0.0,1.5,3,156
cluster_word2vec_default,8,textblob_sentiment,0.0,2,3,156
cluster_word2vec_default,8,bertweet_sentiment,0.0,0,1,156
cluster_tfidf_default,0,bertweet_sentiment,0.0,2,1,311
cluster_tfidf_default,0,bertweet_sentiment,0.0,0.5,1,311
cluster_tfidf_default,0,bertweet_sentiment,0.0,1.5,1,311
cluster_tfidf_default,0,bertweet_sentiment,0.0,1,1,311
cluster_word2vec_default,8,bertweet_sentiment,0.0,0,2,156
cluster_word2vec_default,8,bertweet_sentiment,0.0,0.5,2,156
cluster_word2vec_default,8,bertweet_sentiment,0.0,1,2,156
cluster_word2vec_default,8,bertweet_sentiment,0.0,1.5,2,156
cluster_word2vec_default,8,bertweet_sentiment,0.0,2,2,156
cluster_word2vec_default,8,bertweet_sentiment,0.0,0.5,3,156
cluster_word2vec_default,8,bertweet_sentiment,0.0,1,3,156
cluster_word2vec_default,3,textblob_sentiment,0.0,1,1,123
cluster_word2vec_default,3,textblob_sentiment,0.0,2,1,123
cluster_tfidf_default,-1,textblob_sentiment,0.0,0.5,3,1104
cluster_tfidf_default,-1,bertweet_sentiment,0.0,2,3,1104
cluster_word2vec_default,9,bertweet_sentiment,0.0,0,1,46
cluster_word2vec_default,9,bertweet_sentiment,0.0,0.5,1,46
cluster_word2vec_default,9,bertweet_sentiment,0.0,1,1,46
cluster_word2vec_default,9,bertweet_sentiment,0.0,1.5,1,46
cluster_word2vec_default,9,bertweet_sentiment,0.0,2,1,46
cluster_tfidf_default,-1,bertweet_sentiment,0.0,1.5,2,1104
cluster_tfidf_default,-1,bertweet_sentiment,0.0,1,2,1104
cluster_tfidf_default,-1,bertweet_sentiment,0.0,0.5,2,1104
cluster_word2vec_default,9,bertweet_sentiment,0.0,1.5,2,46
cluster_word2vec_default,9,bertweet_sentiment,0.0,2,2,46
cluster_word2vec_default,9,bertweet_sentiment,0.0,0,3,46
cluster_word2vec_default,9,bertweet_sentiment,0.0,0.5,3,46
cluster_word2vec_default,9,bertweet_sentiment,0.0,1,3,46
cluster_word2vec_default,9,bertweet_sentiment,0.0,1.5,3,46
cluster_word2vec_default,9,bertweet_sentiment,0.0,2,3,46
cluster_word2vec_default,9,distilbert_sentiment,0.0,0,1,46
cluster_tfidf_default,-1,bertweet_sentiment,0.0,0,2,1104
cluster_word2vec_default,9,distilbert_sentiment,0.0,0,3,46
cluster_word2vec_default,7,textblob_sentiment,0.0,0,1,45
cluster_word2vec_default,7,textblob_sentiment,0.0,0.5,1,45
cluster_word2vec_default,7,textblob_sentiment,0.0,1,1,45
cluster_tfidf_default,-1,bertweet_sentiment,0.0,2,2,1104
cluster_word2vec_default,3,distilbert_sentiment,0.0,0,2,123
cluster_tfidf_default,-1,bertweet_sentiment,0.0,0,3,1104
cluster_word2vec_default,3,bertweet_sentiment,0.0,1.5,1,123
cluster_word2vec_default,3,textblob_sentiment,0.0,0.5,2,123
cluster_tfidf_default,-1,bertweet_sentiment,0.0,0.5,3,1104
cluster_word2vec_default,3,textblob_sentiment,0.0,0.5,3,123
cluster_word2vec_default,3,textblob_sentiment,0.0,1,3,123
cluster_word2vec_default,3,textblob_sentiment,0.0,1.5,3,123
cluster_word2vec_default,3,textblob_sentiment,0.0,2,3,123
cluster_word2vec_default,3,bertweet_sentiment,0.0,0,1,123
cluster_word2vec_default,3,bertweet_sentiment,0.0,0.5,1,123
cluster_word2vec_default,3,bertweet_sentiment,0.0,1,1,123
cluster_word2vec_default,3,bertweet_sentiment,0.0,2,1,123
cluster_word2vec_default,3,bertweet_sentiment,0.0,2,3,123
cluster_word2vec_default,3,bertweet_sentiment,0.0,0,2,123
cluster_word2vec_default,3,bertweet_sentiment,0.0,0.5,2,123
cluster_word2vec_default,3,bertweet_sentiment,0.0,1,2,123
cluster_word2vec_default,3,bertweet_sentiment,0.0,1.5,2,123
cluster_word2vec_default,3,bertweet_sentiment,0.0,2,2,123
cluster_word2vec_default,3,bertweet_sentiment,0.0,0,3,123
cluster_word2vec_default,3,bertweet_sentiment,0.0,0.5,3,123
cluster_word2vec_default,3,bertweet_sentiment,0.0,1,3,123
cluster_word2vec_default,3,bertweet_sentiment,0.0,1.5,3,123
cluster_word2vec_default,8,textblob_sentiment,0.0,0.5,2,156
cluster_word2vec_default,8,textblob_sentiment,0.0,0,2,156
cluster_word2vec_default,8,textblob_sentiment,0.0,2,1,156
cluster_word2vec_default,8,textblob_sentiment,0.0,1.5,1,156
cluster_word2vec_default,6,bertweet_sentiment,0.0,1.5,2,70
cluster_word2vec_default,6,bertweet_sentiment,0.0,2,2,70
cluster_word2vec_default,6,bertweet_sentiment,0.0,0,3,70
cluster_word2vec_default,6,bertweet_sentiment,0.0,0.5,3,70
cluster_word2vec_default,6,bertweet_sentiment,0.0,1,3,70
cluster_word2vec_default,6,bertweet_sentiment,0.0,1.5,3,70
cluster_word2vec_default,6,bertweet_sentiment,0.0,2,3,70
cluster_word2vec_default,-1,textblob_sentiment,0.0,1,2,1211
cluster_word2vec_default,-1,textblob_sentiment,0.0,0.5,2,1211
cluster_word2vec_default,-1,textblob_sentiment,0.0,0,2,1211
cluster_word2vec_default,15,textblob_sentiment,0.0,0,1,85
cluster_word2vec_default,15,textblob_sentiment,0.0,0.5,1,85
cluster_word2vec_default,15,textblob_sentiment,0.0,1,1,85
cluster_word2vec_default,15,textblob_sentiment,0.0,1.5,1,85
cluster_word2vec_default,15,textblob_sentiment,0.0,2,1,85
cluster_word2vec_default,15,textblob_sentiment,0.0,0,2,85
cluster_word2vec_default,15,textblob_sentiment,0.0,0.5,2,85
cluster_word2vec_default,15,textblob_sentiment,0.0,1,2,85
cluster_word2vec_default,15,textblob_sentiment,0.0,1.5,2,85
cluster_word2vec_default,15,textblob_sentiment,0.0,2,2,85
cluster_word2vec_default,15,textblob_sentiment,0.0,0,3,85
cluster_word2vec_default,6,bertweet_sentiment,0.0,1,2,70
cluster_word2vec_default,6,bertweet_sentiment,0.0,0.5,2,70
cluster_word2vec_default,6,bertweet_sentiment,0.0,0,2,70
cluster_word2vec_default,6,textblob_sentiment,0.0,1.5,2,70
cluster_word2vec_default,-1,distilbert_sentiment,0.0,0,1,1211
cluster_word2vec_default,-1,distilbert_sentiment,0.0,0,2,1211
cluster_word2vec_default,-1,distilbert_sentiment,0.0,0,3,1211
cluster_word2vec_default,-1,bertweet_sentiment,0.0,0,3,1211
cluster_word2vec_default,-1,bertweet_sentiment,0.0,1,2,1211
cluster_word2vec_default,-1,bertweet_sentiment,0.0,0.5,2,1211
cluster_word2vec_default,-1,bertweet_sentiment,0.0,0,2,1211
cluster_word2vec_default,-1,textblob_sentiment,0.0,1.5,3,1211
cluster_word2vec_default,6,textblob_sentiment,0.0,1,2,70
cluster_word2vec_default,6,textblob_sentiment,0.0,2,2,70
cluster_word2vec_default,6,bertweet_sentiment,0.0,2,1,70
cluster_word2vec_default,-1,textblob_sentiment,0.0,1,3,1211
cluster_word2vec_default,-1,textblob_sentiment,0.0,0.5,3,1211
cluster_word2vec_default,-1,textblob_sentiment,0.0,0,3,1211
cluster_word2vec_default,-1,textblob_sentiment,0.0,2,2,1211
cluster_word2vec_default,-1,textblob_sentiment,0.0,1.5,2,1211
cluster_word2vec_default,6,bertweet_sentiment,0.0,0,1,70
cluster_word2vec_default,6,bertweet_sentiment,0.0,0.5,1,70
cluster_word2vec_default,6,bertweet_sentiment,0.0,1,1,70
