method,cluster,type,cramer,percent_change,delay,size
cluster_minilm_default,-1,distilbert_sentiment,0.01626,0,2,3905
cluster_minilm_default,30,bertweet_sentiment,0.01618,0.5,2,1520
cluster_distilbert_default,21,textblob_sentiment,0.01614,0,3,2075
cluster_use_default,6,bertweet_sentiment,0.01612,2,3,3017
cluster_minilm_dbcv,-1,textblob_sentiment,0.01609,1,1,1719
cluster_distilbert_default,-1,bertweet_sentiment,0.01607,0,3,2992
cluster_minilm_dbcv,-1,textblob_sentiment,0.01606,1,2,1719
cluster_distilbert_default,10,textblob_sentiment,0.01596,1,3,3182
cluster_minilm_dbcv,0,bertweet_sentiment,0.01596,0,3,10403
cluster_use_default,-1,bertweet_sentiment,0.01591,0,1,3474
cluster_mpnet_default,9,bertweet_sentiment,0.01589,0,1,2809
cluster_distilbert_default,4,bertweet_sentiment,0.01588,0.5,2,2124
cluster_use_dbcv,0,textblob_sentiment,0.01586,2,2,1971
cluster_minilm_default,28,textblob_sentiment,0.01585,0,2,2619
cluster_mpnet_dbcv,1,bertweet_sentiment,0.01578,0.5,3,11037
cluster_mpnet_dbcv,1,bertweet_sentiment,0.01576,2,3,11037
cluster_use_default,2,distilbert_sentiment,0.01572,0,1,3097
cluster_use_default,-1,bertweet_sentiment,0.01571,1.5,2,3474
cluster_use_default,2,textblob_sentiment,0.01559,0.5,3,3097
cluster_use_default,2,bertweet_sentiment,0.01553,1,1,3097
cluster_minilm_dbcv,0,textblob_sentiment,0.01549,0,1,10403
cluster_minilm_default,21,bertweet_sentiment,0.01547,0,3,168
cluster_minilm_default,18,bertweet_sentiment,0.0154,0.5,2,111
cluster_mpnet_dbcv,1,textblob_sentiment,0.01537,1,3,11037
cluster_mpnet_default,8,distilbert_sentiment,0.01537,0,2,218
cluster_distilbert_default,10,textblob_sentiment,0.0153,0,1,3182
cluster_use_dbcv,2,textblob_sentiment,0.01525,1.5,3,1550
cluster_mpnet_dbcv,1,bertweet_sentiment,0.0152,0,3,11037
cluster_distilbert_dbcv,-1,bertweet_sentiment,0.01518,2,2,5466
cluster_use_dbcv,-1,textblob_sentiment,0.01502,1,1,5867
cluster_distilbert_dbcv,0,bertweet_sentiment,0.01493,1,3,2074
cluster_minilm_default,-1,textblob_sentiment,0.01493,0,1,3905
cluster_use_default,-1,bertweet_sentiment,0.01492,1,1,3474
cluster_minilm_default,28,textblob_sentiment,0.0149,1,2,2619
cluster_mpnet_dbcv,1,bertweet_sentiment,0.01486,0,2,11037
cluster_mpnet_dbcv,1,bertweet_sentiment,0.01484,2,2,11037
cluster_mpnet_default,5,textblob_sentiment,0.01469,0.5,3,3167
cluster_mpnet_default,4,bertweet_sentiment,0.0146,0.5,1,2238
cluster_distilbert_default,21,textblob_sentiment,0.01457,1.5,3,2075
cluster_use_dbcv,2,textblob_sentiment,0.01456,0,2,1550
cluster_minilm_default,34,textblob_sentiment,0.01445,0.5,3,1749
cluster_mpnet_dbcv,1,textblob_sentiment,0.01445,1,1,11037
cluster_minilm_default,-1,bertweet_sentiment,0.01422,0,1,3905
cluster_use_default,-1,textblob_sentiment,0.0142,0,2,3474
cluster_distilbert_default,21,bertweet_sentiment,0.01415,0,1,2075
cluster_use_default,9,textblob_sentiment,0.01415,1,2,1687
cluster_minilm_dbcv,0,textblob_sentiment,0.01413,1,2,10403
cluster_distilbert_default,4,textblob_sentiment,0.014,2,1,2124
cluster_distilbert_default,4,bertweet_sentiment,0.01397,1,1,2124
cluster_distilbert_default,4,textblob_sentiment,0.01379,1.5,2,2124
cluster_mpnet_default,5,textblob_sentiment,0.01376,1,2,3167
cluster_mpnet_dbcv,1,bertweet_sentiment,0.01366,1,2,11037
cluster_minilm_default,19,textblob_sentiment,0.01355,1.5,2,173
cluster_use_default,-1,textblob_sentiment,0.0134,1.5,2,3474
cluster_mpnet_default,-1,distilbert_sentiment,0.0134,0,2,3146
cluster_mpnet_dbcv,1,bertweet_sentiment,0.01336,1.5,3,11037
cluster_use_dbcv,-1,bertweet_sentiment,0.01335,2,2,5867
cluster_distilbert_default,-1,textblob_sentiment,0.01332,1,3,2992
cluster_mpnet_default,8,textblob_sentiment,0.01327,0.5,1,218
cluster_distilbert_default,4,bertweet_sentiment,0.01321,1,3,2124
cluster_minilm_dbcv,0,textblob_sentiment,0.0132,1.5,1,10403
cluster_use_dbcv,-1,bertweet_sentiment,0.01319,1.5,2,5867
cluster_distilbert_dbcv,-1,bertweet_sentiment,0.01305,2,3,5466
cluster_use_default,2,textblob_sentiment,0.01303,1,2,3097
cluster_mpnet_dbcv,1,bertweet_sentiment,0.01293,1.5,1,11037
cluster_use_default,6,distilbert_sentiment,0.01287,0,3,3017
cluster_minilm_dbcv,0,textblob_sentiment,0.01286,0,3,10403
cluster_use_dbcv,-1,bertweet_sentiment,0.0127,0.5,2,5867
cluster_distilbert_default,4,bertweet_sentiment,0.01262,0.5,1,2124
cluster_mpnet_default,4,bertweet_sentiment,0.01251,1,1,2238
cluster_mpnet_default,-1,bertweet_sentiment,0.0125,2,1,3146
cluster_use_default,0,textblob_sentiment,0.01247,1.5,2,243
cluster_minilm_default,19,bertweet_sentiment,0.0124,2,1,173
cluster_distilbert_default,20,bertweet_sentiment,0.01239,1,3,91
cluster_distilbert_default,10,textblob_sentiment,0.01236,0.5,1,3182
cluster_minilm_default,21,distilbert_sentiment,0.0123,0,1,168
cluster_minilm_default,-1,bertweet_sentiment,0.01227,0.5,1,3905
cluster_minilm_dbcv,-1,textblob_sentiment,0.01222,0,3,1719
cluster_distilbert_dbcv,0,bertweet_sentiment,0.01212,1.5,1,2074
cluster_minilm_dbcv,0,textblob_sentiment,0.01211,1.5,3,10403
cluster_mpnet_default,5,textblob_sentiment,0.01207,1,3,3167
cluster_mpnet_dbcv,1,bertweet_sentiment,0.01199,0.5,2,11037
cluster_minilm_default,30,bertweet_sentiment,0.01199,2,1,1520
cluster_mpnet_default,-1,textblob_sentiment,0.01196,2,2,3146
cluster_minilm_dbcv,0,textblob_sentiment,0.01188,0.5,3,10403
cluster_use_default,-1,textblob_sentiment,0.01164,2,3,3474
cluster_mpnet_dbcv,1,bertweet_sentiment,0.01162,1,1,11037
cluster_distilbert_default,-1,textblob_sentiment,0.0116,2,3,2992
cluster_use_default,3,textblob_sentiment,0.01141,1.5,3,150
cluster_minilm_default,-1,textblob_sentiment,0.01138,2,1,3905
cluster_use_default,-1,bertweet_sentiment,0.01137,1,3,3474
cluster_distilbert_dbcv,0,textblob_sentiment,0.01133,2,1,2074
cluster_mpnet_default,-1,bertweet_sentiment,0.01131,2,3,3146
cluster_distilbert_dbcv,1,bertweet_sentiment,0.01117,0,2,2252
cluster_use_default,2,textblob_sentiment,0.01116,0.5,2,3097
cluster_mpnet_dbcv,1,bertweet_sentiment,0.01109,1.5,2,11037
cluster_use_default,-1,bertweet_sentiment,0.01108,0.5,1,3474
cluster_distilbert_default,-1,bertweet_sentiment,0.01104,1,1,2992
cluster_distilbert_default,15,bertweet_sentiment,0.01103,2,3,257
cluster_minilm_default,30,bertweet_sentiment,0.01098,0,2,1520
cluster_mpnet_default,9,textblob_sentiment,0.01093,0,1,2809
cluster_use_default,2,textblob_sentiment,0.01089,1,1,3097
cluster_use_dbcv,0,bertweet_sentiment,0.0107,0,1,1971
cluster_mpnet_default,4,textblob_sentiment,0.01064,0,3,2238
cluster_mpnet_default,9,bertweet_sentiment,0.01052,1.5,1,2809
cluster_distilbert_dbcv,-1,bertweet_sentiment,0.01049,0,1,5466
cluster_distilbert_dbcv,-1,textblob_sentiment,0.01044,1.5,2,5466
cluster_use_dbcv,-1,bertweet_sentiment,0.01044,0,2,5867
cluster_mpnet_dbcv,1,textblob_sentiment,0.01032,0.5,1,11037
cluster_distilbert_dbcv,0,bertweet_sentiment,0.01023,0,2,2074
cluster_minilm_dbcv,0,textblob_sentiment,0.01008,0.5,2,10403
cluster_mpnet_default,9,bertweet_sentiment,0.01001,0.5,3,2809
cluster_minilm_dbcv,0,textblob_sentiment,0.00988,2,1,10403
cluster_mpnet_dbcv,1,textblob_sentiment,0.00987,0.5,2,11037
cluster_use_default,2,bertweet_sentiment,0.00981,0,2,3097
cluster_distilbert_dbcv,-1,bertweet_sentiment,0.00969,1.5,3,5466
cluster_minilm_default,30,bertweet_sentiment,0.00966,2,3,1520
cluster_use_dbcv,2,distilbert_sentiment,0.00965,0,1,1550
cluster_distilbert_default,10,bertweet_sentiment,0.00964,0.5,2,3182
cluster_use_dbcv,-1,bertweet_sentiment,0.00958,1.5,1,5867
cluster_minilm_dbcv,0,textblob_sentiment,0.00955,0,2,10403
cluster_distilbert_default,21,textblob_sentiment,0.0095,1,3,2075
cluster_mpnet_default,-1,bertweet_sentiment,0.00948,0.5,3,3146
cluster_distilbert_default,-1,textblob_sentiment,0.00945,1.5,3,2992
cluster_use_dbcv,-1,textblob_sentiment,0.00926,0,2,5867
cluster_distilbert_default,21,textblob_sentiment,0.00923,2,3,2075
cluster_distilbert_dbcv,-1,textblob_sentiment,0.00919,0,2,5466
cluster_mpnet_dbcv,1,textblob_sentiment,0.00902,1.5,1,11037
cluster_mpnet_dbcv,1,textblob_sentiment,0.0088,0,2,11037
cluster_use_default,2,bertweet_sentiment,0.00878,1,2,3097
cluster_use_default,9,bertweet_sentiment,0.00877,2,1,1687
cluster_mpnet_default,8,bertweet_sentiment,0.00873,0.5,1,218
cluster_mpnet_default,9,bertweet_sentiment,0.00872,0.5,1,2809
cluster_use_dbcv,-1,textblob_sentiment,0.00872,0,3,5867
cluster_mpnet_default,7,bertweet_sentiment,0.00872,0.5,3,215
cluster_distilbert_default,4,textblob_sentiment,0.00865,0,1,2124
cluster_mpnet_default,4,textblob_sentiment,0.0085,1.5,1,2238
cluster_minilm_default,-1,bertweet_sentiment,0.00848,2,2,3905
cluster_distilbert_dbcv,-1,textblob_sentiment,0.00837,2,2,5466
cluster_mpnet_default,-1,bertweet_sentiment,0.00833,1,3,3146
cluster_mpnet_dbcv,1,bertweet_sentiment,0.00819,0.5,1,11037
cluster_mpnet_dbcv,1,bertweet_sentiment,0.00818,2,1,11037
cluster_use_default,-1,bertweet_sentiment,0.00815,2,3,3474
cluster_distilbert_dbcv,-1,bertweet_sentiment,0.00792,0,2,5466
cluster_minilm_default,-1,bertweet_sentiment,0.00769,1,3,3905
cluster_mpnet_default,-1,bertweet_sentiment,0.00763,1.5,1,3146
cluster_mpnet_default,4,textblob_sentiment,0.00749,2,1,2238
cluster_use_dbcv,2,textblob_sentiment,0.00744,0,1,1550
cluster_distilbert_default,8,bertweet_sentiment,0.00721,1,2,108
cluster_use_default,9,bertweet_sentiment,0.00718,0.5,1,1687
cluster_mpnet_default,9,textblob_sentiment,0.00705,0,2,2809
cluster_use_default,2,textblob_sentiment,0.00703,1,3,3097
cluster_minilm_default,-1,textblob_sentiment,0.00694,1,3,3905
cluster_minilm_default,-1,textblob_sentiment,0.00691,0,3,3905
cluster_minilm_default,33,bertweet_sentiment,0.00668,0,1,59
cluster_minilm_dbcv,0,textblob_sentiment,0.00667,1.5,2,10403
cluster_distilbert_default,4,bertweet_sentiment,0.00662,1.5,1,2124
cluster_distilbert_dbcv,0,textblob_sentiment,0.00652,1.5,3,2074
cluster_use_dbcv,0,textblob_sentiment,0.00629,0.5,2,1971
cluster_minilm_default,24,textblob_sentiment,0.00616,0.5,2,41
cluster_mpnet_dbcv,1,textblob_sentiment,0.00611,0.5,3,11037
cluster_distilbert_default,19,textblob_sentiment,0.00596,0,2,163
cluster_mpnet_default,-1,bertweet_sentiment,0.00594,1.5,3,3146
cluster_use_dbcv,0,textblob_sentiment,0.00585,0.5,1,1971
cluster_mpnet_dbcv,1,textblob_sentiment,0.0057,0,3,11037
cluster_use_dbcv,2,bertweet_sentiment,0.0056,0,1,1550
cluster_mpnet_default,9,bertweet_sentiment,0.0054,2,1,2809
cluster_distilbert_default,4,textblob_sentiment,0.00539,1,2,2124
cluster_minilm_dbcv,0,textblob_sentiment,0.00537,2,3,10403
cluster_distilbert_dbcv,2,bertweet_sentiment,0.00516,1,1,2419
cluster_use_default,-1,bertweet_sentiment,0.0047,2,2,3474
cluster_use_dbcv,1,bertweet_sentiment,0.00459,2,3,2496
cluster_minilm_default,34,textblob_sentiment,0.00411,1.5,1,1749
cluster_distilbert_dbcv,-1,bertweet_sentiment,0.00358,1.5,2,5466
cluster_use_default,-1,bertweet_sentiment,0.00353,1.5,1,3474
cluster_use_dbcv,1,textblob_sentiment,0.00337,1,2,2496
cluster_mpnet_default,9,textblob_sentiment,0.00335,1.5,3,2809
cluster_distilbert_default,10,textblob_sentiment,0.00306,1,1,3182
cluster_minilm_default,28,bertweet_sentiment,0.00286,2,3,2619
cluster_mpnet_default,5,bertweet_sentiment,0.00265,1,1,3167
cluster_use_dbcv,0,textblob_sentiment,0.00263,1.5,1,1971
cluster_minilm_default,34,distilbert_sentiment,0.00259,0,2,1749
cluster_use_dbcv,2,bertweet_sentiment,0.00258,1.5,3,1550
cluster_distilbert_dbcv,-1,bertweet_sentiment,0.00228,2,1,5466
cluster_use_default,6,bertweet_sentiment,0.00189,2,2,3017
cluster_distilbert_dbcv,0,textblob_sentiment,0.00135,1,1,2074
cluster_mpnet_dbcv,1,textblob_sentiment,0.0013,2,1,11037
cluster_use_dbcv,2,textblob_sentiment,0.00066,2,1,1550
cluster_use_default,9,textblob_sentiment,0.0,1,3,1687
cluster_distilbert_default,11,textblob_sentiment,0.0,1.5,2,58
cluster_distilbert_default,11,textblob_sentiment,0.0,0.5,1,58
cluster_distilbert_default,11,textblob_sentiment,0.0,1,1,58
cluster_distilbert_default,11,textblob_sentiment,0.0,1.5,1,58
cluster_distilbert_default,22,textblob_sentiment,0.0,2,3,91
cluster_distilbert_default,11,textblob_sentiment,0.0,0.5,3,58
cluster_distilbert_default,11,textblob_sentiment,0.0,0,3,58
cluster_use_default,9,textblob_sentiment,0.0,0.5,3,1687
cluster_distilbert_default,6,bertweet_sentiment,0.0,2,1,72
cluster_distilbert_default,11,textblob_sentiment,0.0,2,2,58
cluster_distilbert_default,22,distilbert_sentiment,0.0,0,1,91
cluster_distilbert_default,11,textblob_sentiment,0.0,2,1,58
cluster_distilbert_default,11,textblob_sentiment,0.0,0,2,58
cluster_distilbert_default,11,textblob_sentiment,0.0,0.5,2,58
cluster_distilbert_default,3,bertweet_sentiment,0.0,0,2,76
cluster_use_default,7,bertweet_sentiment,0.0,0.5,2,145
cluster_distilbert_default,11,textblob_sentiment,0.0,1,2,58
cluster_distilbert_default,22,distilbert_sentiment,0.0,0,2,91
cluster_distilbert_default,6,bertweet_sentiment,0.0,1.5,1,72
cluster_use_default,7,bertweet_sentiment,0.0,2,2,145
cluster_distilbert_default,6,bertweet_sentiment,0.0,1,1,72
cluster_distilbert_default,1,distilbert_sentiment,0.0,0,3,164
cluster_distilbert_default,11,textblob_sentiment,0.0,0,1,58
cluster_distilbert_default,6,distilbert_sentiment,0.0,0,2,72
cluster_distilbert_default,4,textblob_sentiment,0.0,0.5,1,2124
cluster_use_default,9,textblob_sentiment,0.0,1.5,2,1687
cluster_distilbert_default,22,textblob_sentiment,0.0,1.5,3,91
cluster_distilbert_default,22,textblob_sentiment,0.0,0.5,3,91
cluster_distilbert_default,1,bertweet_sentiment,0.0,0.5,2,164
cluster_distilbert_default,3,textblob_sentiment,0.0,2,3,76
cluster_distilbert_default,13,textblob_sentiment,0.0,1.5,1,78
cluster_use_default,7,bertweet_sentiment,0.0,1,2,145
cluster_use_default,9,textblob_sentiment,0.0,0.5,2,1687
cluster_distilbert_default,1,bertweet_sentiment,0.0,1,2,164
cluster_distilbert_default,3,bertweet_sentiment,0.0,1.5,1,76
cluster_distilbert_default,1,bertweet_sentiment,0.0,1.5,2,164
cluster_distilbert_default,1,bertweet_sentiment,0.0,2,2,164
cluster_distilbert_default,1,bertweet_sentiment,0.0,0,3,164
cluster_distilbert_default,6,bertweet_sentiment,0.0,0,1,72
cluster_distilbert_default,1,bertweet_sentiment,0.0,0.5,3,164
cluster_distilbert_default,1,bertweet_sentiment,0.0,1,3,164
cluster_distilbert_default,1,bertweet_sentiment,0.0,1.5,3,164
cluster_distilbert_default,1,bertweet_sentiment,0.0,2,3,164
cluster_distilbert_default,22,distilbert_sentiment,0.0,0,3,91
cluster_distilbert_default,13,textblob_sentiment,0.0,1,1,78
cluster_distilbert_default,3,textblob_sentiment,0.0,1.5,3,76
cluster_distilbert_default,3,textblob_sentiment,0.0,1,3,76
cluster_distilbert_default,13,textblob_sentiment,0.0,0.5,1,78
cluster_distilbert_default,1,distilbert_sentiment,0.0,0,2,164
cluster_distilbert_default,13,textblob_sentiment,0.0,0,1,78
cluster_distilbert_default,6,bertweet_sentiment,0.0,0.5,1,72
cluster_distilbert_default,6,distilbert_sentiment,0.0,0,3,72
cluster_distilbert_default,3,bertweet_sentiment,0.0,2,1,76
cluster_distilbert_default,11,textblob_sentiment,0.0,1,3,58
cluster_distilbert_default,11,bertweet_sentiment,0.0,0.5,1,58
cluster_distilbert_default,11,textblob_sentiment,0.0,1.5,3,58
cluster_distilbert_default,11,bertweet_sentiment,0.0,0,3,58
cluster_distilbert_default,4,textblob_sentiment,0.0,1,1,2124
cluster_distilbert_default,6,bertweet_sentiment,0.0,1.5,2,72
cluster_distilbert_default,6,bertweet_sentiment,0.0,1,2,72
cluster_distilbert_default,6,textblob_sentiment,0.0,2,1,72
cluster_distilbert_default,6,textblob_sentiment,0.0,1.5,1,72
cluster_use_default,7,bertweet_sentiment,0.0,0,1,145
cluster_use_default,7,textblob_sentiment,0.0,1,3,145
cluster_use_default,7,textblob_sentiment,0.0,2,3,145
cluster_distilbert_default,11,distilbert_sentiment,0.0,0,1,58
cluster_distilbert_default,11,distilbert_sentiment,0.0,0,2,58
cluster_distilbert_default,11,distilbert_sentiment,0.0,0,3,58
cluster_distilbert_default,3,bertweet_sentiment,0.0,1,2,76
cluster_use_default,9,distilbert_sentiment,0.0,0,1,1687
cluster_use_default,9,textblob_sentiment,0.0,2,2,1687
cluster_use_default,9,bertweet_sentiment,0.0,2,3,1687
cluster_use_default,7,textblob_sentiment,0.0,1.5,3,145
cluster_distilbert_default,3,bertweet_sentiment,0.0,1.5,2,76
cluster_distilbert_default,6,bertweet_sentiment,0.0,0.5,2,72
cluster_use_default,7,bertweet_sentiment,0.0,1.5,2,145
cluster_distilbert_default,3,bertweet_sentiment,0.0,2,2,76
cluster_distilbert_default,22,textblob_sentiment,0.0,0,3,91
cluster_distilbert_default,6,textblob_sentiment,0.0,1,1,72
cluster_use_default,7,bertweet_sentiment,0.0,1.5,1,145
cluster_use_default,7,bertweet_sentiment,0.0,1,1,145
cluster_distilbert_default,3,bertweet_sentiment,0.0,0,3,76
cluster_distilbert_default,6,textblob_sentiment,0.0,0,1,72
cluster_use_default,9,textblob_sentiment,0.0,0,3,1687
cluster_distilbert_default,3,distilbert_sentiment,0.0,0,3,76
cluster_use_default,7,bertweet_sentiment,0.0,0.5,1,145
cluster_distilbert_default,11,bertweet_sentiment,0.0,0.5,3,58
cluster_distilbert_default,11,bertweet_sentiment,0.0,2,2,58
cluster_distilbert_default,11,textblob_sentiment,0.0,2,3,58
cluster_use_default,7,textblob_sentiment,0.0,0.5,3,145
cluster_distilbert_default,3,textblob_sentiment,0.0,2,2,76
cluster_distilbert_default,11,bertweet_sentiment,0.0,0,1,58
cluster_distilbert_default,3,bertweet_sentiment,0.0,0.5,3,76
cluster_use_default,7,textblob_sentiment,0.0,0,2,145
cluster_use_default,9,textblob_sentiment,0.0,2,3,1687
cluster_use_default,7,textblob_sentiment,0.0,0.5,2,145
cluster_distilbert_default,6,bertweet_sentiment,0.0,2,3,72
cluster_distilbert_default,3,textblob_sentiment,0.0,1.5,2,76
cluster_distilbert_default,11,bertweet_sentiment,0.0,1,1,58
cluster_use_default,9,textblob_sentiment,0.0,2,1,1687
cluster_use_default,9,textblob_sentiment,0.0,0,2,1687
cluster_distilbert_default,6,bertweet_sentiment,0.0,0,2,72
cluster_distilbert_default,22,textblob_sentiment,0.0,2,1,91
cluster_distilbert_default,3,textblob_sentiment,0.0,1,2,76
cluster_distilbert_default,6,bertweet_sentiment,0.0,0.5,3,72
cluster_distilbert_default,11,bertweet_sentiment,0.0,1.5,1,58
cluster_distilbert_default,11,bertweet_sentiment,0.0,2,1,58
cluster_distilbert_default,3,bertweet_sentiment,0.0,0.5,2,76
cluster_distilbert_default,22,bertweet_sentiment,0.0,0.5,3,91
cluster_distilbert_default,3,textblob_sentiment,0.0,0.5,2,76
cluster_distilbert_default,22,bertweet_sentiment,0.0,0,3,91
cluster_distilbert_default,11,bertweet_sentiment,0.0,0,2,58
cluster_use_default,1,textblob_sentiment,0.0,1.5,1,53
cluster_distilbert_default,6,bertweet_sentiment,0.0,0,3,72
cluster_distilbert_default,11,bertweet_sentiment,0.0,1.5,2,58
cluster_use_default,7,textblob_sentiment,0.0,0,3,145
cluster_distilbert_default,22,textblob_sentiment,0.0,1,3,91
cluster_use_default,7,bertweet_sentiment,0.0,0,2,145
cluster_use_default,7,bertweet_sentiment,0.0,2,1,145
cluster_distilbert_default,6,bertweet_sentiment,0.0,2,2,72
cluster_use_default,3,bertweet_sentiment,0.0,0.5,1,150
cluster_distilbert_default,1,bertweet_sentiment,0.0,0,2,164
cluster_distilbert_default,15,textblob_sentiment,0.0,1,2,257
cluster_use_default,1,bertweet_sentiment,0.0,2,2,53
cluster_use_default,1,bertweet_sentiment,0.0,0,3,53
cluster_use_default,1,bertweet_sentiment,0.0,0.5,3,53
cluster_use_default,1,bertweet_sentiment,0.0,1,3,53
cluster_use_default,1,bertweet_sentiment,0.0,1.5,3,53
cluster_use_default,1,bertweet_sentiment,0.0,2,3,53
cluster_distilbert_default,15,textblob_sentiment,0.0,1,1,257
cluster_use_default,1,distilbert_sentiment,0.0,0,1,53
cluster_use_default,1,distilbert_sentiment,0.0,0,2,53
cluster_distilbert_default,8,distilbert_sentiment,0.0,0,3,108
cluster_distilbert_default,8,distilbert_sentiment,0.0,0,2,108
cluster_use_default,1,distilbert_sentiment,0.0,0,3,53
cluster_distilbert_default,15,textblob_sentiment,0.0,1.5,1,257
cluster_use_default,3,textblob_sentiment,0.0,0,1,150
cluster_distilbert_default,15,textblob_sentiment,0.0,2,1,257
cluster_distilbert_default,15,textblob_sentiment,0.0,0,2,257
cluster_use_default,3,textblob_sentiment,0.0,0.5,1,150
cluster_distilbert_default,15,textblob_sentiment,0.0,0.5,1,257
cluster_distilbert_default,15,textblob_sentiment,0.0,0,1,257
cluster_distilbert_default,16,distilbert_sentiment,0.0,0,3,103
cluster_distilbert_default,12,textblob_sentiment,0.0,0.5,3,64
cluster_distilbert_default,12,textblob_sentiment,0.0,1.5,3,64
cluster_distilbert_default,16,bertweet_sentiment,0.0,0,1,103
cluster_distilbert_default,16,bertweet_sentiment,0.0,0.5,1,103
cluster_distilbert_default,12,textblob_sentiment,0.0,1,3,64
cluster_distilbert_default,16,bertweet_sentiment,0.0,1,1,103
cluster_distilbert_default,16,bertweet_sentiment,0.0,1.5,1,103
cluster_distilbert_default,16,bertweet_sentiment,0.0,2,1,103
cluster_distilbert_default,16,bertweet_sentiment,0.0,0,2,103
cluster_distilbert_default,16,distilbert_sentiment,0.0,0,2,103
cluster_distilbert_default,12,textblob_sentiment,0.0,0,3,64
cluster_use_default,1,bertweet_sentiment,0.0,1.5,2,53
cluster_use_default,3,bertweet_sentiment,0.0,1,2,150
cluster_use_default,3,bertweet_sentiment,0.0,0.5,2,150
cluster_use_default,3,bertweet_sentiment,0.0,2,1,150
cluster_use_default,3,bertweet_sentiment,0.0,1.5,1,150
cluster_distilbert_default,16,distilbert_sentiment,0.0,0,1,103
